,Unnamed: 0,PID,Title,Paper-source,Included,Exclusion Reason,Exclusion Reason Subcategory,Keyword,prop_match,where_match
194,194.0,,"Sachs,Olga;Weis,Susanne;Zellagui,Nadia;Sass,Katharina;Huber,Walter;Zvyagintsev,Mikhail;Mathiak,Klaus;Kircher,Tilo;(2011)How different types of conceptual relations modulate brain activation during semantic priming.",Search 2,Exclude,Univariate,,,,
195,195.0,,"Seger,Carol A;Cincotta,Corinna M;(2002)Striatal activity in concept learning.",Search 2,Exclude,Univariate,,,,
196,196.0,,"Seger,Carol A;Cincotta,Corinna M;(2005)The roles of the caudate nucleus in human classification learning.",Search 2,Exclude,Univariate,,,,
197,197.0,,"Simard,France;Joanette,Yves;Petrides,Michael;Jubault,Thomas;Madjar,Cecile;Monchi,Oury;(2011)Fronto-striatal contribution to lexical set-shifting.",Search 2,Exclude,Univariate,,,,
198,198.0,,"Tremblay,Pascale;Small,Steven L;(2011)From language comprehension to action understanding and back again.",Search 2,Exclude,Univariate,,,,
199,199.0,,"Udden,Julia;Folia,Vasiliki;Forkstam,Christian;Ingvar,Martin;Fernandez,Guillen;Overeem,Sebastiaan;van Elswijk,Gijs;Hagoort,Peter;Petersson,Karl Magnus;(2008)The inferior frontal cortex in artificial syntax processing: an rTMS study.",Search 2,Exclude,not fMRI,,,,
200,200.0,,"van Kuyck,Kris;Gerard,Nathalie;Van Laere,Koen;Casteels,Cindy;Pieters,Guido;Gabriels,Loes;Nuttin,Bart;(2009)Towards a neurocircuitry in anorexia nervosa: evidence from functional neuroimaging studies.",Search 2,Exclude,clinical,,,,
201,201.0,,"Wetherill,Reagan R;Castro,Norma;Squeglia,Lindsay M;Tapert,Susan F;(2013)Atypical neural activity during inhibitory processing in substance-naive youth who later experience alcohol-induced blackouts.",Search 2,Exclude,clinical,,,,
202,202.0,,"Wiebking,Christine;Northoff,Georg;(2013)Neuroimaging in pedophilia.",Search 2,Exclude,clinical,,,,
203,203.0,,"Wig,Gagan S;Grafton,Scott T;Demos,Kathryn E;Kelley,William M;(2005)Reductions in neural activity underlie behavioral components of repetition priming.",Search 2,Exclude,Univariate,,,,
204,204.0,,"Adams,Reginald B;Janata,Petr;(2002)A comparison of neural circuits underlying auditory and visual object categorization.",Search 2,Exclude,Univariate,,,,
205,205.0,,"Anderson,Andrew J;Murphy,Brian;Poesio,Massimo;(2014)Discriminating taxonomic categories and domains in mental simulations of concepts of varying concreteness.",Search 2,Exclude,Univariate,,,,
206,206.0,,"Aparicio,Mario;Demont,Elisabeth;Gounot,Daniel;Metz-Lutz,Marie-Noelle;(2009)Is there an alternative cerebral network associated with enhanced phonological processing in deaf speech-users? An exceptional case.",Search 2,Exclude,clinical,,,,
207,207.0,,"Aron,A R;Shohamy,D;Clark,J;Myers,C;Gluck,M A;Poldrack,R A;(2004)Human midbrain sensitivity to cognitive feedback and uncertainty during classification learning.",Search 2,Exclude,Univariate,,,,
208,208.0,,"Azim,Eiman;Mobbs,Dean;Jo,Booil;Menon,Vinod;Reiss,Allan L;(2005)Sex differences in brain activation elicited by humor.",Search 2,Exclude,Univariate,,,,
209,209.0,,"Beaucousin,Virginie;Lacheret,Anne;Turbelin,Marie-Renee;Morel,Michel;Mazoyer,Bernard;Tzourio-Mazoyer,Nathalie;(2007)FMRI study of emotional speech comprehension.",Search 2,Exclude,Univariate,,,,
210,210.0,,"Beaucousin,Virginie;Zago,Laure;Herve,Pierre-Yves;Strelnikov,Kuzma;Crivello,Fabrice;Mazoyer,Bernard;Tzourio-Mazoyer,Nathalie;(2011)Sex-dependent modulation of activity in the neural networks engaged during emotional speech comprehension.",Search 2,Exclude,Univariate,,,,
211,211.0,,"Benjamin,Christopher F A;Gaab,Nadine;(2012)What's the story? The tale of reading fluency told at speed.",Search 2,Exclude,Univariate,,,,
212,212.0,,"Bitan,Tali;Manor,David;Morocz,Istvan A;Karni,Avi;(2005)Effects of alphabeticality, practice and type of instruction on reading an artificial script: an fMRI study.",Search 2,Exclude,Univariate,,,,
213,213.0,,"Booth,James R;Burman,Douglas D;Meyer,Joel R;Gitelman,Darren R;Parrish,Todd B;Mesulam,M Marsel;(2002)Modality independence of word comprehension.",Search 2,Exclude,Univariate,,,,
214,214.0,,"Borowsky,Ron;Cummine,Jacqueline;Owen,William J;Friesen,Chris Kelland;Shih,Francis;Sarty,Gordon E;(2006)FMRI of ventral and dorsal processing streams in basic reading processes: insular sensitivity to phonology.",Search 2,Exclude,Univariate,,,,
215,215.0,,"Brattico,Elvira;Alluri,Vinoo;Bogert,Brigitte;Jacobsen,Thomas;Vartiainen,Nuutti;Nieminen,Sirke;Tervaniemi,Mari;(2011)A Functional MRI Study of Happy and Sad Emotions in Music with and without Lyrics.",Search 2,Exclude,Univariate,,,,
216,216.0,,"Braver,Todd S;Bongiolatti,Susan R;(2002)The role of frontopolar cortex in subgoal processing during working memory.",Search 2,Exclude,Univariate,,,,
217,217.0,,"Bruck,Carolin;Kreifelts,Benjamin;Goling-Arnold,Christina;Wertheimer,Jurgen;Wildgruber,Dirk;(2014)'Inner voices': the cerebral representation of emotional voice cues described in literary texts.",Search 2,Exclude,Univariate,,,,
218,218.0,,"Bruck,Carolin;Kreifelts,Benjamin;Kaza,Evangelia;Lotze,Martin;Wildgruber,Dirk;(2011)Impact of personality on the cerebral processing of emotional prosody.",Search 2,Exclude,Univariate,,,,
219,219.0,,"Chouinard,Philippe A;Goodale,Melvyn A;(2012)FMRI-adaptation to highly-rendered color photographs of animals and manipulable artifacts during a classification task.",Search 2,Exclude,Univariate,,,,
220,220.0,,"Clos,Mareike;Langner,Robert;Meyer,Martin;Oechslin,Mathias S;Zilles,Karl;Eickhoff,Simon B;(2014)Effects of prior information on decoding degraded speech: an fMRI study.",Search 2,Exclude,Univariate,,,,
221,221.0,,"Cummine,Jacqueline;Borowsky,Ron;Vakorin,Vasily;Bird,Jeff;Sarty,Gordon;(2008)The relationship between naming reaction time and functional MRI parameters in Broca's area.",Search 2,Exclude,Univariate,,,,
222,222.0,,"Dietz,Nicole A E;Jones,Karen M;Gareau,Lynn;Zeffiro,Thomas A;Eden,Guinevere F;(2005)Phonological decoding involves left posterior fusiform gyrus.",Search 2,Exclude,Univariate,,,,
223,223.0,,"Engel,Annerose;Keller,Peter E;(2011)The perception of musical spontaneity in improvised and imitated jazz performances.",Search 2,Exclude,Univariate,,,,
224,224.0,,"Ethofer,Thomas;Kreifelts,Benjamin;Wiethoff,Sarah;Wolf,Jonathan;Grodd,Wolfgang;Vuilleumier,Patrik;Wildgruber,Dirk;(2009)Differential influences of emotion, task, and novelty on brain regions underlying the processing of speech melody.",Search 2,Exclude,Univariate,,,,
225,225.0,,"Fokin,V A;Shelepin,Iu E;Kharauzov,A K;Trufanov,G E;Sevost'ianov,A V;Pronin,S V;Koskin,S A;(2007)[Localization of human brain areas activated for chaotic and ordered pattern perception].",Search 2,Exclude,Univariate,,,,
226,226.0,,"Folia,Vasiliki;Petersson,Karl Magnus;(2014)Implicit structured sequence learning: an fMRI study of the structural mere-exposure effect.",Search 2,Exclude,Univariate,,,,
227,227.0,,"Forkstam,Christian;Hagoort,Peter;Fernandez,Guillen;Ingvar,Martin;Petersson,Karl Magnus;(2006)Neural correlates of artificial syntactic structure classification.",Search 2,Exclude,Univariate,,,,
228,228.0,,"Fossati,Philippe;Hevenor,Stephanie J;Graham,Simon J;Grady,Cheryl;Keightley,Michelle L;Craik,Fergus;Mayberg,Helen;(2003)In search of the emotional self: an fMRI study using positive and negative emotional words.",Search 2,Exclude,Univariate,,,,
229,229.0,,"Fruhholz,Sascha;Grandjean,Didier;(2013)Processing of emotional vocalizations in bilateral inferior frontal cortex.",Search 2,Exclude,Univariate,,,,
230,230.0,33%?,"Raabe,Markus;Fischer,Volker;Bernhardt,Daniela;Greenlee,Mark W;(2013)Neural correlates of spatial working memory load in a delayed match-to-sample saccade task.",Search 2,Exclude,Add,?,,,
231,231.0,33%?,"Rodriguez,Paul F;(2010)Neural decoding of goal locations in spatial navigation in humans with fMRI.",Search 2,Exclude,Check,,,,
232,232.0,33%?,"Kotz,Sonja A;Kalberlah,Christian;Bahlmann,Jorg;Friederici,Angela D;Haynes,John-D;(2013)Predicting vocal emotion expressions from the human brain.",Search 2,Exclude,Add,Chance not 50%. 20,vocal emotion,,
233,233.0,33%?,"Smith,Fraser W;Goodale,Melvyn A;(2014)Decoding Visual Object Categories in Early Somatosensory Cortex.",Search 2,Exclude,Add,,,,
234,234.0,33%?,"Oosterhof,Nikolaas N;Wiggett,Alison J;Diedrichsen,Jorn;Tipper,Steven P;Downing,Paul E;(2010)Surface-based information mapping reveals crossmodal vision-action representations in human parietal and occipitotemporal cortex.",Search 2,Exclude,Add,single searchlight cluster,,,
235,235.0,33%?,"Shen,Guohua;Zhang,Jing;Wang,Mengxing;Lei,Du;Yang,Guang;Zhang,Shanmin;Du,Xiaoxia;(2014)Decoding the individual finger movements from single-trial functional magnetic resonance imaging recordings of human brain activity.",Search 2,Exclude,Check,SMA,,,
236,236.0,,"Anderson,John R;Lee,Hee Seung;Fincham,Jon M;(2014)Discovering the structure of mathematical problem solving.",Search 2,Exclude,Check,,,,
237,237.0,,"Aukland,Stein M;Elgen,Irene B;Odberg,Morten D;Chong,W Kling;Eide,Geir E;Rosendahl,Karen;(2014)Ventricular dilatation in ex-prematures: only confined to the occipital region? MRI-based normative standards for 19-year-old ex-prematures without major handicaps.",Search 2,Exclude,clinical,,,,
238,238.0,,"Blum,Kenneth;Foster Olive,M;Wang,Kevin K W;Febo,Marcelo;Borsten,Joan;Giordano,John;Hauser,Mary;Gold,Mark S;(2013)Hypothesizing that designer drugs containing cathinones (""bath salts"") have profound neuro-inflammatory effects and dangerous neurotoxic response following human consumption.",Search 2,Exclude,clinical,,,,
239,239.0,,"Cavanna,Andrea E;Rickards,Hugh;Ali,Fizzah;(2011)What makes a simple partial seizure complex?",Search 2,Exclude,clinical,,,,
240,240.0,,"Channon,Shelley;Rule,Andrea;Maudgil,David;Martinos,Marina;Pellijeff,Asa;Frankl,Jessica;Drury,Helena;Shieff,Colin;(2007)Interpretation of mentalistic actions and sarcastic remarks: effects of frontal and posterior lesions on mentalising.",Search 2,Exclude,clinical,,,,
241,241.0,,"Emmorey,Karen;Weisberg,Jill;McCullough,Stephen;Petrich,Jennifer A F;(2013)Mapping the reading circuitry for skilled deaf readers: an fMRI study of semantic and phonological processing.",Search 2,Exclude,clinical,,,,
242,242.0,,"Hillemanns,Andreas;Kortmann,Rolf-Dieter;Herrlinger,Ulrich;Skalej,Martin;Krapf,Hilmar;(2003)Recurrent delayed brain hemorrhage over years after irradiation and chemotherapy for astrocytoma.",Search 2,Exclude,clinical,,,,
243,243.0,,"Izycka-Swieszewska,Ewa;Majewska,Hanna;Szurowska,Edyta;Mazurkiewicz-Bedzinska,Maria;Drozynska,Elzbieta;(2008)Papillary glioneuronal tumour of the precentral gyrus.",Search 2,Exclude,clinical,,,,
244,244.0,,"Kobayashi,Zen;Tanaka,Hiroaki;Tao,Osamu;Shiraishi,Atushi;Yokota,Takanori;Kanda,Takashi;Mizusawa,Hidehiro;Yamaguchi,Hiroaki;Hirota,Nobuo;(2003)[Multiple cerebral embolism caused by a patent foramen ovale and a uterine myoma].",Search 2,Exclude,clinical,,,,
245,245.0,,"Ladouceur,Cecile D;Farchione,Tiffany;Diwadkar,Vaibhav;Pruitt,Patrick;Radwan,Jacqueline;Axelson,David A;Birmaher,Boris;Phillips,Mary L;(2011)Differential patterns of abnormal activity and connectivity in the amygdala-prefrontal circuitry in bipolar-I and bipolar-NOS youth.",Search 2,Exclude,clinical,,,,
246,246.0,,"Mahadevan,Anita;Vaidya,Sunil R;Wairagkar,Niteen S;Khedekar,Deepika;Kovoor,Jerry M E;Santosh,Vani;Yasha,T C;Satishchandra,P;Ravi,V;Shankar,S K;(2008)Case of fulminant-SSPE associated with measles genotype D7 from India: an autopsy study.",Search 2,Exclude,clinical,,,,
247,247.0,,"Raine,Adrian;Ishikawa,Sharon S;Arce,Estibaliz;Lencz,Todd;Knuth,Kevin H;Bihrle,Susan;LaCasse,Lori;Colletti,Patrick;(2004)Hippocampal structural asymmetry in unsuccessful psychopaths.",Search 2,Exclude,clinical,,,,
248,248.0,,"Spiegel,David;Lewis-Fernandez,Roberto;Lanius,Ruth;Vermetten,Eric;Simeon,Daphne;Friedman,Matthew;(2013)Dissociative disorders in DSM-5.",Search 2,Exclude,clinical,,,,
249,249.0,,"Sullivan,Edith V;Harding,Antony J;Pentney,Roberta;Dlugos,Cynthia;Martin,Peter R;Parks,Mitchell H;Desmond,John E;Chen,S H Annabel;Pryor,Michelle R;De Rosa,Eve;Pfefferbaum,Adolf;(2003)Disruption of frontocerebellar circuitry and function in alcoholism.",Search 2,Exclude,clinical,,,,
250,250.0,,"Taghi,Ali;Ali,Ahmed;Clarke,Peter;(2012)Craniofacial resection and its role in the management of sinonasal malignancies.",Search 2,Exclude,clinical,,,,
251,251.0,,"Wee,Chong-Yaw;Yap,Pew-Thian;Zhang,Daoqiang;Wang,Lihong;Shen,Dinggang;(2012)Constrained sparse functional connectivity networks for MCI classification.",Search 2,Exclude,clinical,,,,
252,252.0,,"Xuan,Yun;Meng,Chun;Yang,Yanhui;Zhu,Chaozhe;Wang,Liang;Yan,Qian;Lin,Chunlan;Yu,Chunshui;(2012)Resting-state brain activity in adult males who stutter.",Search 2,Exclude,clinical,,,,
253,253.0,,"Leckman,James F;Bloch,Michael H;(2008)A developmental and evolutionary perspective on obsessive-compulsive disorder: whence and whither compulsive hoarding?",Search 2,Exclude,clinical,,,,
254,254.0,23,"Shinkareva, Svetlana V Malave, Vicente L Just, Marcel Adam Mitchell, Tom M (2012) Exploring commonalities across participants in the neural representation of objects.",NOT IN Search 2,Include,,,stimuli identity_,,
255,255.0,69,"Mahon,B Z;Caramazza,A;(2010)Judging semantic similarity: an event-related fMRI study with auditory word stimuli.",NOT IN Search 2,Include,,,word similarity,,
256,256.0,65,"Liu,Taosheng;Hospadaruk,Luke;Zhu,David C;Gardner,Justin L;(2011)Feature-specific attentional priority signals in human cortex.",Search 2,Include,,,,,
257,257.0,68,"Sobhani,Mona;Fox,Glenn R;Kaplan,Jonas;Aziz-Zadeh,Lisa;(2012)Interpersonal liking modulates motor-related neural regions.",Search 2,Include,,,,,
258,258.0,64,"Clithero,John A;Smith,David V;Carter,R McKell;Huettel,Scott A;(2011)Within- and cross-participant classifiers reveal different neural coding of information.",Search 2,Include,,,,,
259,259.0,56,"Gilbert,Sam J;Swencionis,Jillian K;Amodio,David M;(2012)Evaluative vs. trait representation in intergroup social judgments: distinct roles of anterior temporal lobe and prefrontal cortex.",Search 2,Include,,,,,
260,260.0,67,"Soon,Chun Siong;He,Anna Hanxi;Bode,Stefan;Haynes,John-Dylan;(2013)Predicting free choices for abstract intentions.",Search 2,Include,,,,,
261,261.0,1,"Woolgar, Alexandra Thompson, Russell Bor, Daniel Duncan, John (2011) Multi-voxel coding of stimuli, rules, and responses in human frontoparietal cortex",Search 2,Include,,,S-R Rule,,
262,262.0,2,"Hou, Youyang Liu, Taosheng (2012) Neural correlates of object-based attentional selection in human cortex",Search 2,Include,,,attention (different objects,,
263,263.0,3,"Zhang, J. Kriegeskorte, N. Carlin, J. D. Rowe, J. B. (2013) Choosing the Rules: Distinct and Overlapping Frontoparietal Representations of Task Rules for Perceptual Decisions",Search 2,Include,,,task identity,,
264,264.0,4,"Lewis-Peacock, Jarrod a Postle, Bradley R (2008) Temporary Activation of Long-Term Memory Supports Working Memory",Search 2,Include,,,stimuli identity_,,
265,265.0,5,"Nelissen, N. Stokes, M. Nobre, a. C. Rushworth, M. F. S. (2013) Frontal and Parietal Cortical Interactions with Distributed Visual Representations during Selective Attention and Action Selection",Search 2,Include,,,attention,,
266,266.0,6,"Bode, Stefan Haynes, John-Dylan (2009) Decoding sequential stages of task preparation in the human brain",Search 2,Include,,,task identity,,
267,267.0,7,"Cole, Michael W Etzel, Joset a Zacks, Jeffrey M Schneider, Walter Braver, Todd S (2011) Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.",Search 2,Include,,,S-R Rule,,
268,268.0,8,"Riggall, Adam C Postle, Bradley R (2012) The Relationship between Working Memory Storage and Elevated Activity as Measured with Functional Magnetic Resonance Imaging",Search 2,Include,,,task identity,,
269,269.0,9,"Haynes, John-Dylan Sakai, Katsuyuki Rees, Geraint Gilbert, Sam Frith, Chris Passingham, Richard E (2007) Reading Hidden Intentions in the Human Brain",Search 2,Include,,,intention,,
270,270.0,10,"Wang, Jing Baucom, Laura B Shinkareva, Svetlana V (2013) Decoding abstract and concrete concept representations based on single-trial fMRI data.",Search 2,Include,,,stimuli identity_,,
271,271.0,11,"Brodersen, Kay H Wiech, Katja Lomakina, Ekaterina I Lin, Chia-Shu Buhmann, Joachim M Bingel, Ulrike (2012) Decoding the perception of pain from fMRI using multivariate pattern analysis.",Search 2,Include,,,pain,,
272,272.0,12,"Dux, Paul E Tombu, Michael N Harrison, Stephenie Rogers, Baxter P Tong, Frank Marois, Ren_ (2009) Training Improves Multitasking Performance by Increasing the Speed of Information Processing in Human Prefrontal Cortex",Search 2,Include,,,task identity,,
273,273.0,13,"Gallivan, Jason P McLean, D Adam Flanagan, J Randall Culham, Jody C (2013) Where One Hand Meets the Other: Limb-Specific and Action- Dependent Movement Plans Decoded from Preparatory Signals in Single Human Frontoparietal Brain Areas",Search 2,Include,,,movments,,
274,274.0,16,"Kuhl, Brice aRissman, Jesse Wagner, Anthony D (2012) Multi-voxel patterns of visual category representation during episodic encoding are predictive of subsequent memory.",Search 2,Include,,,stimuli identity_,,
275,275.0,18,"Li, Sheng Ostwald, Dirk Giese, Martin Kourtzi, Zoe (2007) Flexible Coding for Categorical Decisions in the Human Brain",Search 2,Include,,,task identity,,
276,276.0,20,"Reverberi, Carlo G_rgen, Kai Haynes, John-Dylan (2012) Distributed representations of rule identity and rule order in human frontal cortex and striatum.",Search 2,Include,,,S-R Rule,,
277,277.0,21,"Reverberi, Carlo G_rgen, Kai Haynes, John-Dylan (2011). Compositionality of rule representations in human prefrontal cortex.",Search 2,Include,,,S-R Rule,,
278,278.0,22,"Schlegel, a. Kohler, P. J. Fogelson, S. V. Alexander, P. Konuthula, D. Tse, P. U. (2013)_ Network structure and dynamics of the mental workspace",Search 2,Include,,,task identity,,
279,279.0,24,"Soon, Chun Siong Brass, Marcel Heinze, Hans-Jochen Haynes, John-Dylan (2008)._ Unconscious determinants of free decisions in the human brain.",Search 2,Include,,,intention,,
280,280.0,25,"Tamber-Rosenau,Benjamin J;Esterman,Michael;Chiu,Yu-Chin;Yantis,Steven;(2011)Cortical mechanisms of cognitive control for shifting attention in vision and working memory.",Search 2,Include,,,attention (internal vs external shifts),,
281,281.0,26,"Bode,Stefan;He,Anna Hanxi;Soon,Chun Siong;Trampel,Robert;Turner,Robert;Haynes,John-Dylan;(2011)Tracking the unconscious generation of free decisions using ultra-high field fMRI.",Search 2,Include,,,intention,,
282,282.0,28,"Woolgar, Alexandra Hampshire, Adam Thompson, Russell Duncan, John (2011). Adaptive coding of task-relevant information in human frontoparietal cortex.",Search 2,Include,,,S-R Rule,,
283,283.0,30,"Bogler C, Bode S, Haynes JD (2011) Decoding successive computational stages of saliency processing. Curr Biol 21:1667_1671._",Search 2,Include,,,stimuli identity_,,
284,284.0,31,"Yang,Zhi;Huang,Zirui;Gonzalez-Castillo,Javier;Dai,Rui;Northoff,Georg;Bandettini,Peter;(2014)Using fMRI to decode true thoughts independent of intention to conceal.",Search 2,Include,,,intention,,
285,285.0,32,"Axelrod,Vadim;Bar,Moshe;Rees,Geraint;Yovel,Galit;(2014)Neural Correlates of Subliminal Language Processing.",Search 2,Include,,,stimuli identity_,,
286,286.0,33,"Said,Christopher P;Moore,Christopher D;Engell,Andrew D;Todorov,Alexander;Haxby,James V;(2010)Distributed representations of dynamic facial expressions in the superior temporal sulcus.",Search 2,Include,,,facial expressions,,
287,287.0,35,"Sreenivasan,Kartik K;Vytlacil,Jason;D'Esposito,Mark;(2014)Distributed and dynamic storage of working memory stimulus information in extrastriate cortex.",Search 2,Include,,,stimuli category_,,
288,288.0,36,"Lee Sue-Hye,_ Dwight J Kravitz_ & Chris I Baker (2013). Goal-dependent dissociation of visual and prefrontal cortices during working memory",Search 2,Include,,,,,
289,289.0,37,"Vickery, Timothy J Chun, Marvin M Lee, Daeyeol (2011) Ubiquity and specificity of reinforcement signals throughout the human brain.",Search 2,Include,,,choice,,
290,290.0,39,"Tusche, Anita Bode, Stefan Haynes, John-Dylan (2010). Neural responses to unattended products predict later consumer choices.",Search 2,Include,,,choice,,
291,291.0,40,"Chen,Anthony J-W;Britton,Michael;Turner,Gary R;Vytlacil,Jason;Thompson,Todd W;D'Esposito,Mark;(2012)Goal-directed attention alters the tuning of object-based representations in extrastriate cortex.",Search 2,Include,,,attention,,
292,292.0,41,"Tamber-Rosenau,Benjamin J;Dux,Paul E;Tombu,Michael N;Asplund,Christopher L;Marois,Rene;(2013)Amodal processing in human prefrontal cortex.",Search 2,Include,,,task idendity,,
293,293.0,42,"Momennejad,Ida;Haynes,John-Dylan;(2013)Encoding of prospective tasks in the human prefrontal cortex under varying task loads.",Search 2,Include,,,intention,,
294,294.0,43,"Bulthe,J;De Smedt,B;Op de Beeck,H P;(2014)Format-dependent representations of symbolic and non-symbolic numbers in the human cortex as revealed by multi-voxel pattern analyses.",Search 2,Include,,,stimuli identity_,,
295,295.0,44,"Manelis,Anna;Reder,Lynne M;(2013)He Who Is Well Prepared Has Half Won The Battle: An fMRI Study of Task Preparation.",Search 2,Include,,,task identity,,
296,296.0,46,"Soto, Fabian a Waldschmidt, Jennifer G Helie, Sebastien_ Ashby, F Gregory (2013)_ Brain activity across the development of automatic categorization: a comparison of categorization tasks using multi-voxel pattern analysis.",Search 2,Include,,,,,
297,297.0,47,"Gallivan, Jason P McLean, D Adam Valyear, Kenneth F Culham, Jody C (2013) Decoding the neural mechanisms of human tool use.",Search 2,Include,,,movements,,
298,298.0,48,"Gallivan, Jason P McLean, D Adam Smith, Fraser W Culham, Jody C (2011) Decoding Effector-Dependent and Effector-Independent Movement Intentions from Human Parieto-Frontal Brain Activity",Search 2,Include,,,movements,,
299,299.0,49,"Gallivan, Jason P McLean, D Adam Valyear, Kenneth FPettypiece, Charles E Culham, Jody C (2011) Decoding action intentions from preparatory brain activity in human parieto-frontal networks.",Search 2,Include,,,movements,,
300,300.0,50,"Abrams,Daniel A;Ryali,Srikanth;Chen,Tianwen;Balaban,Evan;Levitin,Daniel J;Menon,Vinod;(2013)Multivariate activation and connectivity patterns discriminate speech intelligibility in Wernicke's, Broca's, and Geschwind's areas.",Search 2,Include,,,,,
301,301.0,52,"Abrams,Daniel A;Bhatara,Anjali;Ryali,Srikanth;Balaban,Evan;Levitin,Daniel J;Menon,Vinod;(2011)Decoding temporal structure in music and speech relies on shared brain resources but elicits different fine-scale spatial patterns.",Search 2,Include,,,speech processing_,,
302,302.0,53,"Kaul,Christian;Rees,Geraint;Ishai,Alumit;(2011)The Gender of Face Stimuli is Represented in Multiple Regions in the Human Brain.",Search 2,Include,,,face perception,,
303,303.0,54,"Filimon,Flavia;Rieth,Cory A;Sereno,Martin I;Cottrell,Garrison W;(2014)Observed, Executed, and Imagined Action Representations can be Decoded From Ventral and Dorsal Areas.",Search 2,Include,,,movments,,
304,304.0,55,"Behroozi,Mehdi;Daliri,Mohammad Reza;(2014)RDLPFC area of the brain encodes sentence polarity: a study using fMRI.",Search 2,Include,,,,,
305,305.0,57,"Kuhl,Brice A;Johnson,Marcia K;Chun,Marvin M;(2013)Dissociable neural mechanisms for goal-directed versus incidental memory reactivation.",Search 2,Include,,,,,
306,306.0,59,"Lee,Yune-Sang;Janata,Petr;Frost,Carlton;Hanke,Michael;Granger,Richard;(2011)Investigation of melodic contour processing in the brain using multivariate pattern-based fMRI.",Search 2,Include,,,,,
307,307.0,60,"Hampton,Alan N;O'doherty,John P;(2007)Decoding the neural substrates of reward-related decision making with functional MRI.",Search 2,Include,,,,,
308,308.0,61,"Rolls,Edmund T;Grabenhorst,Fabian;Franco,Leonardo;(2009)Prediction of subjective affective state from brain activations.",Search 2,Include,,,,,
309,309.0,62,"Van der Laan,Laura N;De Ridder,Denise T D;Viergever,Max A;Smeets,Paul A M;(2012)Appearance matters: neural correlates of food choice and packaging aesthetics.",Search 2,Include,,,,,
310,310.0,63,"Ackerman,Christopher M;Courtney,Susan M;(2012)Spatial relations and spatial locations are dissociated within prefrontal and parietal cortex.",Search 2,Include,,,,,
311,311.0,66,"Ritter,Christoph;Hebart,Martin N;Wolbers,Thomas;Bingel,Ulrike;(2014)Representation of spatial information in key areas of the descending pain modulatory system.",Search 2,Include,,,,,
312,312.0,58,"Langleben,Daniel D;Loughead,James W;Bilker,Warren B;Ruparel,Kosha;Childress,Anna Rose;Busch,Samantha I;Gur,Ruben C;(2005)Telling truth from lie in individual subjects with fast event-related fMRI.",Search 2,Include,,,,,
313,314.0,,"Qin,Yulin;Xiang,Jie;Wang,Rifeng;Zhou,Haiyan;Li,Kuncheng;Zhong,Ning;(2012)Neural bases for basic processes in heuristic problem solving: Take solving Sudoku puzzles as an example.",Search3,,,,,252.0,
315,,,"Tschentscher,Nadja;Hauk,Olaf;(2016)Frontal Cortex Supports the Early Structuring of Multiple Solution Steps in Symbolic Problem-solving.",Search3,,,,,0.42471042471,164.0
316,,,"Fruhholz,Sascha;Trost,Wiebke;Grandjean,Didier;(2016)Whispering - The hidden side of auditory communication.",Search3,,,,,0.534412955466,20.0
317,,,"Kuhn,S;Gallinat,J;(2016)Neurobiological Basis of Hypersexuality.",Search3,,,,,0.420289855072,35.0
318,,,"Borst,Jelmer P;Ghuman,Avniel S;Anderson,John R;(2016)Tracking cognitive processing stages with MEG: A spatio-temporal model of associative recognition in the brain.",Search3,,,,,0.452229299363,105.0
319,,,"Yang,Zhou;Jackson,Todd;Huang,Chengzhi;(2016)Neural Activation during Anticipation of Near Pain-Threshold Stimulation among the Pain-Fearful.",Search3,,,,,0.385093167702,18.0
320,,,"Sakreida,Katrin;Effnert,Isabel;Thill,Serge;Menz,Mareike M;Jirak,Doreen;Eickhoff,Claudia R;Ziemke,Tom;Eickhoff,Simon B;Borghi,Anna M;Binkofski,Ferdinand;(2016)Affordance processing in segregated parieto-frontal dorsal stream sub-pathways.",Search3,,,,,0.408551068884,6.0
321,,,"Yargholi,Elahe';Hossein-Zadeh,Gholam-Ali;(2016)Brain Decoding-Classification of Hand Written Digits from fMRI Data Employing Bayesian Networks.",Search3,,,,,0.416988416988,115.0
322,,,"Wagner,Isabella C;van Buuren,Mariet;Bovy,Leonore;Fernandez,Guillen;(2016)Parallel Engagement of Regions Associated with Encoding and Later Retrieval Forms Durable Memories.",Search3,,,,,0.383233532934,139.0
323,,,"Nardo,Davide;Console,Paola;Reverberi,Carlo;Macaluso,Emiliano;(2016)Competition between Visual Events Modulates the Influence of Salience during Free-Viewing of Naturalistic Videos.",Search3,,,,,0.362666666667,5.0
324,,,"Markiewicz,Christopher J;Bohland,Jason W;(2016)Mapping the cortical representation of speech sounds in a syllable repetition task.",Search3,,,,,0.480392156863,35.0
325,,,"Carota,Francesca;Bozic,Mirjana;Marslen-Wilson,William;(2016)Decompositional Representation of Morphological Complexity: Multivariate fMRI Evidence from Italian.",Search3,,,,,0.392749244713,303.0
